L1,L2,L3,L4,L5,L9,Level,UPC,COLUPC,SY,GE,VEND,ITEM,*STUBSPEC 1844RC                                                         00004  ,VOL_EQ,PRODUCT TYPE,COLOR,SIZE,ADDITIVES,NUMBER OF PLY,TYPE OF DISPENSER,NUMBER OF SHEETS
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY 950CT,9,27-01-04200-01708,2710420001708,27, 1, 4200, 1708,        +SCT22 WHT FCLTS 2PLY      950CT27 1  4200  1708 1  1 9.5000RP   00310  ,9.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY 960CT,9,00-01-63435-85167,16343585167,, 1,63435,85167,        +SCT22 WHT FCLTS 2PLY      960CT 0 1 63435 85167 1  1 9.6000RP   00311  ,9.6,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY 960CT,9,00-01-63435-89028,16343589028,, 1,63435,89028,        +SCT22 WHT FCLTS 2PLY      960CT 0 1 63435 89028 1  1 9.6000BG   00312  ,9.6,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY 1650CT,9,27-01-04200-09431,2710420009431,27, 1, 4200, 9431,        +SCT22 WHT FCLTS 2PLY     1650CT27 1  4200  9431 1  1 16.500RP   00313  ,16.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY 1800CT,9,00-02-54000-86360,25400086360,, 2,54000,86360,        +SCT22 WHT FCLTS 2PLY     1800CT 0 2 54000 86360 1  1 18.000RP   00314  ,18,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY 984CT,9,27-01-04200-05776,2710420005776,27, 1, 4200, 5776,        +SCT22 WHT FCLTS 2PLY      984CT27 1  4200  5776 1  1 9.8400RP   00315  ,9.84,FACIAL TISSUE,WHITE,MISSING,ALOE VERA,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY LTN 255CT,9,00-01-63435-89006,16343589006,, 1,63435,89006,        +SCT22 WHT FCLTS 2PLY LTN  255CT 0 1 63435 89006 1  1 2.5500RP   00316  ,2.55,FACIAL TISSUE,WHITE,FAMILY,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY NOADD 50CT,9,00-01-63435-89031,16343589031,, 1,63435,89031,        +SCT22 WHT FCLTS 2PLY NOADD 50CT 0 1 63435 89031 1  1 0.5000RP   00317  ,0.5,FACIAL TISSUE,WHITE,REGULAR,NO ADDITIVES,2 PLY,POP-UP,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 2PLY 480CT,9,00-01-63435-89004,16343589004,, 1,63435,89004,        +SCT22 WHT FCLTS 2PLY      480CT 0 1 63435 89004 1  1 4.8000RP   00318  ,4.8,FACIAL TISSUE,WHITE,MISSING,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 30CT,9,00-01-63435-81260,16343581260,, 1,63435,81260,        +SCT22 WHT FCLTS 3PLY       30CT 0 1 63435 81260 1  1 0.3000RP   00319  ,0.3,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 30CT,9,00-01-63435-81261,16343581261,, 1,63435,81261,        +SCT22 WHT FCLTS 3PLY       30CT 0 1 63435 81261 1  1 0.3000RP   00320  ,0.3,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 80CT,9,00-01-63435-81268,16343581268,, 1,63435,81268,        +SCT22 WHT FCLTS 3PLY       80CT 0 1 63435 81268 1  1 0.8000RP   00321  ,0.8,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 180CT,9,00-01-63435-41211,16343541211,, 1,63435,41211,        +SCT22 WHT FCLTS 3PLY      180CT 0 1 63435 41211 1  1 1.8000RP   00322  ,1.8,FACIAL TISSUE,WHITE,FAMILY,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY ALOEV 65CT,9,00-01-63435-41501,16343541501,, 1,63435,41501,        +SCT22 WHT FCLTS 3PLY ALOEV 65CT 0 1 63435 41501 1  1 0.6500RP   00323  ,0.65,FACIAL TISSUE,WHITE,MISSING,ALOE VERA,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 154CT,9,00-02-63435-41511,26343541511,, 2,63435,41511,        +SCT22 WHT FCLTS 3PLY      154CT 0 2 63435 41511 1  1 1.5400RP   00324  ,1.54,FACIAL TISSUE,WHITE,FAMILY,ALOE VERA,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 164CT,9,00-01-63435-41511,16343541511,, 1,63435,41511,        +SCT22 WHT FCLTS 3PLY      164CT 0 1 63435 41511 1  1 1.6400RP   00325  ,1.64,FACIAL TISSUE,WHITE,FAMILY,ALOE VERA,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 195CT,9,00-01-63435-43503,16343543503,, 1,63435,43503,        +SCT22 WHT FCLTS 3PLY      195CT 0 1 63435 43503 1  1 1.9500RP   00326  ,1.95,FACIAL TISSUE,WHITE,MISSING,ALOE VERA,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 924CT,9,27-01-04200-12917,2710420012917,27, 1, 4200,12917,        +SCT22 WHT FCLTS 3PLY      924CT27 1  4200 12917 1  1 9.2400RP   00327  ,9.24,FACIAL TISSUE,WHITE,MISSING,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY NOADD 70CT,9,00-01-63435-41201,16343541201,, 1,63435,41201,        +SCT22 WHT FCLTS 3PLY NOADD 70CT 0 1 63435 41201 1  1 0.7000RP   00328  ,0.7,FACIAL TISSUE,WHITE,MISSING,NO ADDITIVES,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,IRVING TISSUE CONVERTERS,IRVING TISSUE CONVERTERS,SCOTTIES,+SCT22 WHT FCLTS 3PLY 164CT,9,00-02-63435-41211,26343541211,, 2,63435,41211,        +SCT22 WHT FCLTS 3PLY      164CT 0 2 63435 41211 1  1 1.6400RP   00329  ,1.64,FACIAL TISSUE,WHITE,FAMILY,NO ADDITIVES,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,J W WINDSOR CO LTD,J W WINDSOR CO LTD,MAXAM ALIBI,+MMALB WHT FCLTS 3PLY 100CT,9,00-01-58242-69500,15824269500,, 1,58242,69500,        +MMALB WHT FCLTS 3PLY      100CT 0 1 58242 69500 1  1 1.0000RP   00333  ,1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,JUSTEN PRODS,JUSTEN PRODS,NOBRAND,+NBRND WHT FCLTS 2PLY 80CT,9,00-01-43055-76033,14305576033,, 1,43055,76033,        +NBRND WHT FCLTS 2PLY       80CT 0 1 43055 76033 1  1 0.8000RP   00337  ,0.8,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,MISSING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,JUSTEN PRODS,JUSTEN PRODS,SOFT SARAVEL,+SSRVL WHT FCLTS 2PLY 100CT,9,00-01-43055-66000,14305566000,, 1,43055,66000,        +SSRVL WHT FCLTS 2PLY      100CT 0 1 43055 66000 1  1 1.0000RP   00339  ,1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX FCLTS 2PLY 285CT,9,00-01-36000-25477,13600025477,, 1,36000,25477,        +KLNEX FCLTS 2PLY          285CT 0 1 36000 25477 1  1 2.8500PP   00343  ,2.85,FACIAL TISSUE,MISSING,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 85CT,9,00-02-36000-24489,23600024489,, 2,36000,24489,        +KLNEX ASST FCLTS 2PLY      85CT 0 2 36000 24489 1  1 0.8500RP   00344  ,0.85,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 85CT,9,00-01-36000-29085,13600029085,, 1,36000,29085,        +KLNEX ASST FCLTS 2PLY      85CT 0 1 36000 29085 1  1 0.8500RP   00345  ,0.85,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 100CT,9,27-06-00704-92114,2760070492114,27, 6,  704,92114,        +KLNEX ASST FCLTS 2PLY     100CT27 6   704 92114 1  1 1.0000RP   00346  ,1,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 100CT,9,00-01-36000-28100,13600028100,, 1,36000,28100,        +KLNEX ASST FCLTS 2PLY     100CT 0 1 36000 28100 1  1 1.0000RP   00347  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 160CT,9,00-01-36000-29169,13600029169,, 1,36000,29169,        +KLNEX ASST FCLTS 2PLY     160CT 0 1 36000 29169 1  1 1.6000RP   00348  ,1.6,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 175CT,9,27-05-00704-92177,2750070492177,27, 5,  704,92177,        +KLNEX ASST FCLTS 2PLY     175CT27 5   704 92177 1  1 1.7500RP   00349  ,1.75,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 175CT,9,00-02-36000-27790,23600027790,, 2,36000,27790,        +KLNEX ASST FCLTS 2PLY     175CT 0 2 36000 27790 1  1 1.7500RP   00350  ,1.75,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 230CT,9,27-04-00704-92185,2740070492185,27, 4,  704,92185,        +KLNEX ASST FCLTS 2PLY     230CT27 4   704 92185 1  1 2.3000RP   00351  ,2.3,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 230CT,9,00-01-36000-29239,13600029239,, 1,36000,29239,        +KLNEX ASST FCLTS 2PLY     230CT 0 1 36000 29239 1  1 2.3000RP   00352  ,2.3,FACIAL TISSUE,ASSORTED,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 250CT,9,00-04-36000-28580,43600028580,, 4,36000,28580,        +KLNEX ASST FCLTS 2PLY     250CT 0 4 36000 28580 1  1 2.5000RP   00353  ,2.5,FACIAL TISSUE,ASSORTED,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASST FCLTS 2PLY 480CT,9,00-01-36000-24420,13600024420,, 1,36000,24420,        +KLNEX ASST FCLTS 2PLY     480CT 0 1 36000 24420 1  1 4.8000RP   00354  ,4.8,FACIAL TISSUE,ASSORTED,REGULAR,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX ASTPR FCLTS 2PLY 95CT,9,00-03-36000-24480,33600024480,, 3,36000,24480,        +KLNEX ASTPR FCLTS 2PLY     95CT 0 3 36000 24480 1  1 0.9500RP   00355  ,0.95,FACIAL TISSUE,ASSORTED PRINT,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX GRN FCLTS 2PLY 184CT,9,00-01-36000-28201,13600028201,, 1,36000,28201,        +KLNEX GRN FCLTS 2PLY      184CT 0 1 36000 28201 1  1 1.8400RP   00356  ,1.84,FACIAL TISSUE,GREEN,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX PNK FCLTS 2PLY 480CT,9,00-03-36000-25230,33600025230,, 3,36000,25230,        +KLNEX PNK FCLTS 2PLY      480CT 0 3 36000 25230 1  1 4.8000RP   00357  ,4.8,FACIAL TISSUE,PINK,ECONOMY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX PRINT FCLTS 2PLY 135CT,9,00-01-36000-24516,13600024516,, 1,36000,24516,        +KLNEX PRINT FCLTS 2PLY    135CT 0 1 36000 24516 1  1 1.3500RP   00358  ,1.35,FACIAL TISSUE,PRINT,MISSING,ANTI VIRAL,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 210CT,9,27-01-04200-14646,2710420014646,27, 1, 4200,14646,        +KLNEX WHT FCLTS           210CT27 1  4200 14646 1  1 2.1000RP   00359  ,2.1,FACIAL TISSUE,WHITE,MISSING,MISSING,MISSING,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 1PLY 324CT,9,00-01-83435-00333,18343500333,, 1,83435,  333,        +KLNEX WHT FCLTS 1PLY      324CT 0 1 83435   333 1  1 3.2400RP   00360  ,3.24,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,1 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 15CT,9,00-02-00003-63170,20000363170,, 2,    3,63170,        +KLNEX WHT FCLTS 2PLY       15CT 0 2     3 63170 1  1 0.1500RP   00361  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 15CT,9,00-01-36000-00317,13600000317,, 1,36000,  317,        +KLNEX WHT FCLTS 2PLY       15CT 0 1 36000   317 1  1 0.1500RP   00362  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 15CT,9,00-01-36000-00326,13600000326,, 1,36000,  326,        +KLNEX WHT FCLTS 2PLY       15CT 0 1 36000   326 1  1 0.1500RP   00363  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 15CT,9,00-01-36000-30026,13600030026,, 1,36000,30026,        +KLNEX WHT FCLTS 2PLY       15CT 0 1 36000 30026 1  1 0.1500RP   00364  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 15CT,9,00-03-36000-36317,33600036317,, 3,36000,36317,        +KLNEX WHT FCLTS 2PLY       15CT 0 3 36000 36317 1  1 0.1500RP   00365  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 15CT,9,00-01-36000-63170,13600063170,, 1,36000,63170,        +KLNEX WHT FCLTS 2PLY       15CT 0 1 36000 63170 1  1 0.1500RP   00366  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 15CT,9,00-01-61143-13480,16114313480,, 1,61143,13480,        +KLNEX WHT FCLTS 2PLY       15CT 0 1 61143 13480 1  1 0.1500RP   00367  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 45CT,9,00-01-36000-25152,13600025152,, 1,36000,25152,        +KLNEX WHT FCLTS 2PLY       45CT 0 1 36000 25152 1  1 0.4500RP   00368  ,0.45,FACIAL TISSUE,WHITE,TRAVEL PACK,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 45CT,9,00-01-36000-30220,13600030220,, 1,36000,30220,        +KLNEX WHT FCLTS 2PLY       45CT 0 1 36000 30220 1  1 0.4500RP   00369  ,0.45,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 45CT,9,00-01-36000-30550,13600030550,, 1,36000,30550,        +KLNEX WHT FCLTS 2PLY       45CT 0 1 36000 30550 1  1 0.4500RP   00370  ,0.45,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 60CT,9,00-02-36000-00510,23600000510,, 2,36000,  510,        +KLNEX WHT FCLTS 2PLY       60CT 0 2 36000   510 1  1 0.6000RP   00371  ,0.6,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 60CT,9,00-03-36000-00520,33600000520,, 3,36000,  520,        +KLNEX WHT FCLTS 2PLY       60CT 0 3 36000   520 1  1 0.6000RP   00372  ,0.6,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 65CT,9,00-02-36000-25390,23600025390,, 2,36000,25390,        +KLNEX WHT FCLTS 2PLY       65CT 0 2 36000 25390 1  1 0.6500RP   00373  ,0.65,FACIAL TISSUE,WHITE,JUNIOR,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 65CT,9,00-01-36000-29165,13600029165,, 1,36000,29165,        +KLNEX WHT FCLTS 2PLY       65CT 0 1 36000 29165 1  1 0.6500RP   00374  ,0.65,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 70CT,9,00-02-36000-24918,23600024918,, 2,36000,24918,        +KLNEX WHT FCLTS 2PLY       70CT 0 2 36000 24918 1  1 0.7000RP   00375  ,0.7,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 80CT,9,00-05-36000-24610,53600024610,, 5,36000,24610,        +KLNEX WHT FCLTS 2PLY       80CT 0 5 36000 24610 1  1 0.8000RP   00376  ,0.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 85CT,9,27-03-00704-92030,2730070492030,27, 3,  704,92030,        +KLNEX WHT FCLTS 2PLY       85CT27 3   704 92030 1  1 0.8500RP   00377  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 85CT,9,00-01-36000-29437,13600029437,, 1,36000,29437,        +KLNEX WHT FCLTS 2PLY       85CT 0 1 36000 29437 1  1 0.8500RP   00378  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 85CT,9,00-03-36000-29659,33600029659,, 3,36000,29659,        +KLNEX WHT FCLTS 2PLY       85CT 0 3 36000 29659 1  1 0.8500PP   00379  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 90CT,9,00-01-36000-25166,13600025166,, 1,36000,25166,        +KLNEX WHT FCLTS 2PLY       90CT 0 1 36000 25166 1  1 0.9000RP   00380  ,0.9,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,KIMBERLY CLARK CORP,KIMBERLY CLARK CORP,KLEENEX,+KLNEX WHT FCLTS 2PLY 100CT,9,00-01-36000-26101,13600026101,, 1,36000,26101,        +KLNEX WHT FCLTS 2PLY      100CT 0 1 36000 26101 1  1 1.0000RP   00381  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
